date,nav,benchmark_nav
2013-03-28,1.0595540799693797,0.957757296466975
2013-03-29,1.0587511300050083,0.9550691244239641
2013-04-01,1.0586081986024576,0.9535330261136722
2013-04-02,1.0586081986024576,0.955069124423964
2013-04-03,1.0586081986024576,0.9531490015360993
2013-04-08,1.0586081986024576,0.9485407066052237
2013-04-09,1.0586081986024576,0.954301075268818
2013-04-10,1.0586081986024576,0.954301075268818
2013-04-11,1.0586081986024576,0.9500768049155155
2013-04-12,1.0586081986024576,0.9470046082949319
2013-04-15,1.0586081986024576,0.9374039938556077
2013-04-16,1.0586081986024576,0.9431643625192023
2013-04-17,1.0586081986024576,0.9454685099846403
2013-04-18,1.0586081986024576,0.9473886328725051
2013-04-19,1.0586081986024576,0.9742703533026127
2013-04-22,1.0586081986024576,0.9711981566820289
2013-04-23,1.0586081986024576,0.9416282642089107
2013-04-24,1.0586081986024576,0.9577572964669752
2013-04-25,1.0586081986024576,0.947772657450078
2013-04-26,1.0586081986024576,0.9389400921658998
2013-05-02,1.0586081986024576,0.9397081413210457
2013-05-03,1.0586081986024576,0.9566052227342563
2013-05-06,1.0586081986024576,0.9677419354838726
2013-05-07,1.0586081986024576,0.9700460829493104
2013-05-08,1.0586081986024576,0.9761904761904779
2013-05-09,1.0586081986024576,0.9711981566820294
2013-05-10,1.0586081986024576,0.9750384024577592
2013-05-13,1.0586081986024576,0.9711981566820295
2013-05-14,1.0586081986024576,0.9569892473118298
2013-05-15,1.0586081986024576,0.9615975422427054
2013-05-16,1.0586081986024576,0.9811827956989266
2013-05-17,1.0586081986024576,0.9980798771121372
2013-05-20,1.0586081986024576,1.0038402457757316
2013-05-21,1.0580788945031565,1.0038402457757316
2013-05-22,1.059293216111232,1.0049923195084505
2013-05-23,1.0479595477691936,0.9942396313364075
2013-05-24,1.053626381940213,0.9996159754224292
2013-05-27,1.0511977387240616,0.9973118279569911
2013-05-28,1.0730555276694216,1.0180491551459314
2013-05-29,1.0694125628451951,1.0145929339477748
2013-05-30,1.0688778565637727,1.011904761904764
2013-05-31,1.0688778565637727,1.0003840245775752
2013-06-03,1.070393980817133,1.0023041474654402
2013-06-04,1.0698587838267244,0.9877112135176678
2013-06-05,1.0698587838267244,0.9850230414746568
2013-06-06,1.0698587838267244,0.9754224270353328
2013-06-07,1.0698587838267244,0.9577572964669766
2013-06-13,1.0698587838267244,0.928187403993858
2013-06-14,1.0698587838267244,0.9347158218125985
2013-06-17,1.0698587838267244,0.928955453149004
2013-06-18,1.0698587838267244,0.9350998463901714
2013-06-19,1.0698587838267244,0.9297235023041498
2013-06-20,1.0698587838267244,0.9005376344086045
2013-06-21,1.0698587838267244,0.8963133640553017
2013-06-24,1.0698587838267244,0.8413978494623674
2013-06-25,1.0698587838267244,0.8417818740399405
2013-06-26,1.0698587838267244,0.8398617511520756
2013-06-27,1.0698587838267244,0.8402457757296486
2013-06-28,1.0698587838267244,0.8556067588325672
2013-07-01,1.0698587838267244,0.8590629800307237
2013-07-02,1.0698587838267244,0.8617511520737344
2013-07-03,1.0698587838267244,0.8598310291858694
2013-07-04,1.0698587838267244,0.865975422427037
2013-07-05,1.0698587838267244,0.8690476190476207
2013-07-08,1.0698587838267244,0.8456221198156697
2013-07-09,1.0698587838267244,0.8437019969278049
2013-07-10,1.0698587838267244,0.8671274961597557
2013-07-11,1.0698587838267244,0.9105222734255008
2013-07-12,1.0698587838267244,0.8878648233486959
2013-07-15,1.0698587838267244,0.9005376344086036
2013-07-16,1.0698587838267244,0.905913978494625
2013-07-17,1.0698587838267244,0.8924731182795711
2013-07-18,1.0698587838267244,0.8786482334869443
2013-07-19,1.0698587838267244,0.8544546850998477
2013-07-22,1.0698587838267244,0.8598310291858692
2013-07-23,1.0698587838267244,0.8867127496159771
2013-07-24,1.0698587838267244,0.8801843317972367
2013-07-25,1.0698587838267244,0.8778801843317989
2013-07-26,1.0698587838267244,0.8698156682027668
2013-07-29,1.0698587838267244,0.8529185867895563
2013-07-30,1.0698587838267244,0.8579109062980048
2013-07-31,1.0698587838267244,0.8598310291858693
2013-08-01,1.0698587838267244,0.8824884792626745
2013-08-02,1.0674625422425834,0.8809523809523826
2013-08-05,1.066928810971462,0.8936251920122904
2013-08-06,1.066928810971462,0.8993855606758848
2013-08-07,1.066928810971462,0.8932411674347174
2013-08-08,1.066928810971462,0.8936251920122903
2013-08-09,1.066928810971462,0.8974654377880201
2013-08-12,1.066928810971462,0.9243471582181277
2013-08-13,1.0663953465659763,0.9243471582181277
2013-08-14,1.0641801505822497,0.9224270353302629
2013-08-15,1.051775053073381,0.9116743471582199
2013-08-16,1.0512491655468443,0.9051459293394796
2013-08-19,1.0512491655468443,0.9128264208909388
2013-08-20,1.0512491655468443,0.9062980030721984
2013-08-21,1.0512491655468443,0.9062980030721984
2013-08-22,1.0512491655468443,0.9032258064516145
2013-08-23,1.0512491655468443,0.8974654377880201
2013-08-26,1.0741029265567672,0.9174347158218141
2013-08-27,1.0741029265567672,0.9174347158218141
2013-08-28,1.0735658750934889,0.9132104454685116
2013-08-29,1.0735658750934889,0.9105222734255006
2013-08-30,1.0735658750934889,0.9089861751152087
2013-09-02,1.0735658750934889,0.9097542242703548
2013-09-03,1.089335148431845,0.9235791090629814
2013-09-04,1.088882202424181,0.9231950844854084
2013-09-05,1.0843527423475416,0.919354838709679
2013-09-06,1.075185535182049,0.9247311827957005
2013-09-09,1.0849707099609536,0.9589093701996945
2013-09-10,1.0983201513394598,0.9715821812596022
2013-09-11,1.1030954563452835,0.9758064516129048
2013-09-12,1.1139484222676101,0.9854070660522289
2013-09-13,1.105700168166642,0.9781105990783427
2013-09-16,1.100056625887032,0.973118279569894
2013-09-17,1.0783506940423786,0.9539170506912458
2013-09-18,1.0707730174922196,0.9550691244239646
2013-09-23,1.084007755445001,0.9685099846390184
2013-09-24,1.0727257362671774,0.9592933947772674
2013-09-25,1.0662842286434753,0.9535330261136729
2013-09-26,1.0662971019266312,0.9377880184331814
2013-09-27,1.0630560773007143,0.9412442396313383
2013-09-30,1.071813518669782,0.9473886328725057
2013-10-08,1.0656634373244513,0.9608294930875593
2013-10-09,1.0659809641400089,0.9619815668202779
2013-10-10,1.0585051968362,0.9535330261136727
2013-10-11,1.0500208391891122,0.9688940092165915
2013-10-14,1.0494916253567248,0.9692780337941643
2013-10-15,1.0482442105880756,0.9681259600614454
2013-10-16,1.0299487939812229,0.9512288786482347
2013-10-17,1.0232086135083975,0.9462365591397862
2013-10-18,1.0471414265940147,0.950844854070662
2013-10-21,1.0481061634169806,0.9711981566820292
2013-10-22,1.0355691310963357,0.9604454685099862
2013-10-23,1.0438870538139857,0.9500768049155163
2013-10-24,1.0434694989924602,0.9423963133640567
2013-10-25,1.0434694989924602,0.9274193548387111
2013-10-28,1.0434694989924602,0.92857142857143
2013-10-29,1.0434694989924602,0.9297235023041488
2013-10-30,1.03978611887959,0.9427803379416297
2013-10-31,1.0392662258201504,0.9335637480798785
2013-11-01,1.0343737597490392,0.9374039938556081
2013-11-04,1.0272182149083464,0.9347158218125975
2013-11-05,1.0267046058008924,0.9347158218125975
2013-11-06,1.0267046058008924,0.9239631336405544
2013-11-07,1.0267046058008924,0.9201228878648247
2013-11-08,1.0267046058008924,0.9062980030721979
2013-11-11,1.0267046058008924,0.9074500768049168
2013-11-12,1.0267046058008924,0.9166666666666681
2013-11-13,1.0267046058008924,0.8993855606758846
2013-11-14,1.0267046058008924,0.9020737327188955
2013-11-15,1.0267046058008924,0.9208909370199708
2013-11-18,1.0267046058008924,0.951228878648235
2013-11-19,1.0267046058008924,0.9470046082949325
2013-11-20,1.0267046058008924,0.9512288786482351
2013-11-21,1.0115624322271093,0.9466205837173596
2013-11-22,1.0099196186952748,0.9412442396313382
2013-11-25,1.0095156508477967,0.9362519201228896
2013-11-26,1.0095156508477967,0.9358678955453166
2013-11-27,1.0095156508477967,0.9466205837173596
2013-11-28,1.0095156508477967,0.956605222734257
2013-11-29,1.0101044136149206,0.9573732718894026
2013-12-02,1.0124198392048689,0.9485407066052245
2013-12-03,0.9995269824770354,0.9569892473118295
2013-12-04,0.9985320157586842,0.9692780337941643
2013-12-05,1.0054985181942098,0.9692780337941643
2013-12-06,1.0018557075889776,0.962749615975424
2013-12-09,1.0041759689465037,0.9623655913978508
2013-12-10,1.0108014598756354,0.9619815668202779
2013-12-11,1.016423913803778,0.9470046082949324
2013-12-12,1.0124606036605952,0.9450844854070675
2013-12-13,0.99923662842911,0.9447004608294944
2013-12-16,0.9995683252352274,0.929339477726576
2013-12-17,1.0085233960876046,0.9235791090629815
2013-12-18,1.002235637424548,0.9243471582181277
2013-12-19,0.995938001339863,0.9155145929339495
2013-12-20,0.9766831999806258,0.8959293394777282
2013-12-23,0.9762925267006336,0.8959293394777282
2013-12-24,0.9762925267006336,0.8970814132104471
2013-12-25,0.9762925267006336,0.9016897081413228
2013-12-26,0.9762925267006336,0.8894009216589879
2013-12-27,0.9762925267006336,0.90130568356375
2013-12-30,0.9762925267006336,0.9020737327188959
2013-12-31,0.9762925267006336,0.9124423963133659
2014-01-02,0.9762925267006336,0.9093701996927822
2014-01-03,0.9762925267006336,0.8993855606758854
2014-01-06,0.9762925267006336,0.8778801843317992
2014-01-07,0.9762925267006336,0.8782642089093721
2014-01-08,0.9762925267006336,0.8774961597542262
2014-01-09,0.9762925267006336,0.8721198156682046
2014-01-10,0.9822773779857893,0.8659754224270372
2014-01-13,0.9817862392967964,0.8598310291858697
2014-01-14,0.984101337771609,0.8655913978494642
2014-01-15,0.9756833629882267,0.8655913978494642
2014-01-16,0.9751955213067326,0.8659754224270372
2014-01-17,0.9751955213067326,0.8536866359447023
2014-01-20,0.9751955213067326,0.8494623655914
2014-01-21,0.9715368526276699,0.8563748079877133
2014-01-22,0.9640055591964476,0.8799231528453039
2014-01-23,0.9635235564168494,0.8752134838737857
2014-01-24,0.9765386705733952,0.879923152845304
2014-01-27,0.9828901416015149,0.8685414528308019
2014-01-28,0.9777295713911677,0.869326397659388
2014-01-29,0.9745538358771078,0.8720737045594403
2014-01-30,0.9769356375126524,0.8599070597163517
2014-02-07,0.9844780093585447,0.8654016735164561
2014-02-10,0.9928143150829518,0.8905199080312194
2014-02-11,0.9983718522325566,0.8948371045884442
2014-02-12,1.0007536538681014,0.896406994245617
2014-02-13,0.9991657861110715,0.8940521597598579
2014-02-14,1.0130596289850833,0.8971919390742035
2014-02-17,1.0305261743124123,0.9034714977028943
2014-02-18,1.0221670350496592,0.8928747425169784
2014-02-19,1.0237579565049897,0.9046489149457737
2014-02-20,1.02089540998583,0.8967994666599102
2014-02-21,1.0259879513918388,0.8865951838882875
2014-02-24,1.0313920707330198,0.8665790907593355
2014-02-25,1.0355192263835096,0.8442081631446244
2014-02-26,1.050875556277094,0.845385580387504
2014-02-27,1.0314516022003013,0.8434232183160382
2014-02-28,1.0389833394953842,0.8520576114304882
2014-03-03,1.050875556277094,0.8551973907448335
2014-03-04,1.0482337161753261,0.8532350286733676
2014-03-05,1.0405941031846129,0.8457780528017972
2014-03-06,1.0401975353099235,0.8500952493590223
2014-03-07,1.0505083000518443,0.8473479424589699
2014-03-10,1.035042152938963,0.8210522907013271
2014-03-11,1.04733575705433,0.8245845424299657
2014-03-12,1.05804308967094,0.825369487258552
2014-03-13,1.0683538544128608,0.8383210769302268
2014-03-14,1.0675607186634823,0.8312565734729497
2014-03-17,1.07945775490416,0.8375361321016406
2014-03-18,1.0651813114153466,0.8367511872730542
2014-03-19,1.062801904167211,0.8316490458872428
2014-03-20,1.0497151643024654,0.8171275665583951
2014-03-21,1.0497151643024654,0.8473479424589698
2014-03-24,1.0469391891796407,0.8512726666019018
2014-03-25,1.0342490171895844,0.8500952493590221
2014-03-26,1.0366284244377197,0.8500952493590221
2014-03-27,1.023145116698285,0.8442081631446243
2014-03-28,1.026317659695799,0.8438156907303312
2014-03-31,1.02036914157546,0.8402834390016927
2014-04-01,1.0198589570046723,0.844993107973211
2014-04-02,1.0213662247191015,0.851665139016195
2014-04-03,1.0251948525040697,0.8457780528017972
2014-04-04,1.0223260600679915,0.8559823355734199
2014-04-08,1.0357231566429854,0.8763909011166654
2014-04-09,1.0369949579097766,0.8748210114594926
2014-04-10,1.0395377807950725,0.8889500183740473
2014-04-11,1.0381436527761128,0.8885575459597539
2014-04-14,1.0463937724599637,0.8881650735454606
2014-04-15,1.0340693157967884,0.8724661769737334
2014-04-16,1.0331386534125713,0.8724661769737334
2014-04-17,1.031279654486053,0.8708962873165607
2014-04-18,1.0294206555595347,0.869326397659388
2014-04-21,1.0240276648400006,0.8536275010876608
2014-04-22,1.0278602830008055,0.8595145873020585
2014-04-23,1.0272221082034436,0.8571597528162997
2014-04-24,1.0265838342721327,0.8587296424734723
2014-04-25,1.032010006112825,0.8481328872875564
2014-04-28,1.0450794764605087,0.8363587148587609
2014-04-29,1.0446614446699245,0.8438156907303314
2014-04-30,1.0446614446699245,0.8434232183160383
2014-05-05,1.0489360777176397,0.8438156907303314
2014-05-06,1.0497355716793149,0.8426382734874519
2014-05-07,1.0493358246984774,0.8371436596873475
2014-05-08,1.0341454394266518,0.8355737700301747
2014-05-09,1.0345451864074895,0.8351812976158817
2014-05-12,1.036543921311677,0.8520576114304884
2014-05-13,1.037079798129369,0.8497027769447292
2014-05-14,1.0380389470756155,0.8497027769447292
2014-05-15,1.0427293008861316,0.8402834390016929
2014-05-16,1.0363370906125002,0.8398909665873998
2014-05-19,1.035818922067194,0.8285092665728977
2014-05-20,1.035818922067194,0.8277243217443113
2014-05-21,1.035818922067194,0.835573770030175
2014-05-22,1.035818922067194,0.8332189355444161
2014-05-23,1.035818922067194,0.8426382734874519
2014-05-26,1.0341050545631039,0.8453855803875044
2014-05-27,1.0321117911580093,0.842638273487452
2014-05-28,1.0177602946413278,0.8512726666019022
2014-05-29,1.0172514144940072,0.8461705252160908
2014-05-30,1.0172514144940072,0.8453855803875044
2014-06-03,1.0172514144940072,0.842638273487452
2014-06-04,1.0172514144940072,0.8351812976158819
2014-06-05,1.0172514144940072,0.8449931079732114
2014-06-06,1.0233263913078319,0.837928604515934
2014-06-09,1.0229170607513087,0.8371436596873477
2014-06-10,1.0229170607513087,0.8485253597018497
2014-06-11,1.0254281862063714,0.846955470044677
2014-06-12,1.0254281862063714,0.8461705252160907
2014-06-13,1.0299676311413564,0.855589863159127
2014-06-16,1.0335304122553675,0.8610844769592313
2014-06-17,1.0273818164564315,0.8540199735019544
2014-06-18,1.026733626035954,0.8500952493590224
2014-06-19,1.033864846169432,0.8379286045159338
2014-06-20,1.0334513002309642,0.8410683838302793
2014-06-23,1.0361838288687277,0.8398909665873997
2014-06-24,1.0360802104858409,0.8469554700446768
2014-06-25,1.0334622868577485,0.8442081631446245
2014-06-26,1.0340912483103817,0.8481328872875565
2014-06-27,1.0350345470545643,0.8497027769447293
2014-06-30,1.033462740604975,0.8551973907448337
2014-07-01,1.036293068384494,0.855589863159127
2014-07-02,1.0381786660828434,0.8595145873020587
2014-07-03,1.0362939241777005,0.862654366616404
2014-07-04,1.035351124549942,0.862654366616404
2014-07-07,1.0296930387079994,0.8618694217878179
2014-07-08,1.0334702848568709,0.8630468390306971
2014-07-09,1.0347282174972443,0.8520576114304883
2014-07-10,1.038500868802969,0.851272666601902
2014-07-11,1.046039325015074,0.8536275010876611
2014-07-14,1.033811364377955,0.8654016735164564
2014-07-15,1.027522017674515,0.8642242562735768
2014-07-16,1.0215379814030006,0.8638317838592836
2014-07-17,1.0256383268320206,0.8602995321306453
2014-07-18,1.0306798669946355,0.8646167286878699
2014-07-21,1.0306798669946355,0.8642242562735768
2014-07-22,1.0269033300774033,0.8744285390451992
2014-07-23,1.025958327012915,0.8759984287023718
2014-07-24,1.021232223395197,0.8948371045884441
2014-07-25,1.0319482639442499,0.9050413873600669
2014-07-28,1.0596936205637397,0.9293746770462439
2014-07-29,1.0623786550753032,0.9317295115320029
2014-07-30,1.0587986090598853,0.9285897322176576
2014-07-31,1.0731187931215576,0.9411488494750393
2014-08-01,1.0601411263156673,0.9297671494605372
2014-08-04,1.082963919663957,0.9497832425894891
2014-08-05,1.0798313794004664,0.9470359356894368
2014-08-06,1.0731187931215578,0.9411488494750393
2014-08-07,1.061483643571449,0.9309445667034165
2014-08-08,1.0619311493233765,0.9313370391177098
2014-08-11,1.0766988391369758,0.9442886287893847
2014-08-12,1.0722237816177032,0.9403639046464528
2014-08-13,1.0753563218811941,0.9431112115465051
2014-08-14,1.0623786550753038,0.931729511532003
2014-08-15,1.0758038276331214,0.9435036839607982
2014-08-18,1.0793838736485397,0.9466434632751438
2014-08-19,1.0802788851523943,0.9474284081037303
2014-08-20,1.076251333385049,0.9438961563750916
2014-08-21,1.0722237816177036,0.9403639046464529
2014-08-22,1.0775938506408307,0.9450735736179711
2014-08-25,1.0681962298503582,0.9368316529178143
2014-08-26,1.0614836435714494,0.9309445667034167
2014-08-27,1.0610361378195223,0.9305520942891238
2014-08-28,1.0561135745483226,0.9262348977318988
2014-08-29,1.0561557776913209,0.9352617632606419
2014-09-01,1.0560079143012322,0.9395789598178669
2014-09-02,1.0564244028732077,0.9537079667324214
2014-09-03,1.0569320630624202,0.9627348322611643
2014-09-04,1.0589737510569415,0.9717616977899074
2014-09-05,1.0606380883380881,0.9811810357329436
2014-09-09,1.0574069129491888,0.9788262012471846
2014-09-10,1.0528742033680107,0.9725466426184938
2014-09-11,1.0485423562321181,0.9670520288183891
2014-09-12,1.047135081851659,0.9749014771042528
2014-09-15,1.044830727492481,0.9721541702042007
2014-09-16,1.0397520993297806,0.9552778563895942
2014-09-17,1.0409124725654046,0.9584176357039395
2014-09-18,1.0361302844901281,0.9623423598468712
2014-09-19,1.0381636364200013,0.9701918081327348
2014-09-22,1.025160652633053,0.9497832425894897
2014-09-23,1.0292549933325048,0.959595052946819
2014-09-24,1.0363421818440242,0.9780412564185983
2014-09-25,1.0308692161874555,0.9729391150327868
2014-09-26,1.0377393248924578,0.9733315874470799
2014-09-29,1.037788370384186,0.9776487840043051
2014-09-30,1.0390213862697908,0.9776487840043051
2014-10-08,1.0394644716163504,0.9882455391902207
2014-10-09,1.0392034446667968,0.9886380116045141
2014-10-10,1.0342528923301546,0.983928342632996
2014-10-13,1.0284772479374054,0.9784337288328914
2014-10-14,1.0274994464018516,0.9749014771042527
2014-10-15,1.0254780213027983,0.9811810357329436
2014-10-16,1.0289117924886166,0.9776487840043049
2014-10-17,1.028422009085866,0.97333158744708
2014-10-20,1.029408385054258,0.977648784004305
2014-10-21,1.0273230745274113,0.9713692253756143
2014-10-22,1.0257540720135876,0.9658746115755097
2014-10-23,1.0228281095651783,0.9556703288038871
2014-10-24,1.0226012811548435,0.9548853839753007
